Title,Company,Location,job_url,Job Description
Software Engineer (C++) – 2025 Grads,Hudson River Trading,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-c%2B%2B-%E2%80%93-2025-grads-at-hudson-river-trading-4002177195?position=5&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=SwRYaR%2BmnslTp9NSH3axWQ%3D%3D,"Please only apply to one job posting. In the application questions below, you’ll have the opportunity to indicate if you’re interested in multiple offices and/or roles. Please do not submit multiple applications for different positions/offices!

This role is directed at graduates seeking a 2025 start date. For 2026 start dates, please take a look at our internships.

As a Software Engineer at Hudson River Trading (HRT), the code you write our business. Our engineers create and maintain critical technology and infrastructure that is integral to the success of our trading.. Software Engineers bring deep knowledge of C++, OS internals, CPU architecture, and networking hardware and protocols to our incredible live trading system and powerful research environment.

In this role, you will work closely with other engineers across the firm who design trading algorithms and monitor trading in an extremely fast-paced, real-time environment! We are looking for smart programmers who love to code, enjoy being challenged, and can thrive in an open and collaborative company culture.











Hudson River Trading (HRT) brings a scientific approach to trading financial products. We have built one of the world's most sophisticated computing environments for research and development. Our researchers are at the forefront of innovation in the world of algorithmic trading.

At HRT we welcome a variety of expertise: mathematics and computer science, physics and engineering, media and tech. We’re a community of self-starters who are motivated by the excitement of being at the cutting edge of automation in every part of our organization—from trading, to business operations, to recruiting and beyond. We value openness and transparency, and celebrate great ideas from HRT veterans and new hires alike. At HRT we’re friends and colleagues – whether we are sharing a meal, playing the latest board game, or writing elegant code. We embrace a culture of togetherness that extends far beyond the walls of our office.

Feel like you belong at HRT? Our goal is to find the best people and bring them together to do great work in a place where everyone is valued. HRT is proud of our diverse staff; we have offices all over the globe and benefit from our varied and unique perspectives. HRT is an equal opportunity employer; so whoever you are we’d love to get to know you."
Software Developer (Early Career/Young Talent Program),Crypto.com,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-early-career-young-talent-program-at-crypto-com-4171916930?position=6&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=7uaifN6nrXKIszGX5Kncxw%3D%3D,"About Us
Founded in 2016, Crypto.com serves more than 100 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem."
Software Developer,Thoughtworks,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-at-thoughtworks-4185431058?position=7&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=pFr0rOLb7wo0qXLPrDq%2BfQ%3D%3D,"Software Developers collaborate with Business and Quality Analysts, Designers, Project Managers and more to design software solutions that will create meaningful change for our clients. They listen thoughtfully to understand the context of a business problem and write clean and iterative code to deliver a powerful end result. By balancing strong opinions with a willingness to find the right answer, Software Developers bring integrity to technology, ensuring all voices are heard.

Job responsibilities


















Learning & Development

There is no one-size-fits-all career path at Thoughtworks: however you want to develop your career is entirely up to you. But we also balance autonomy with the strength of our cultivation culture. This means your career is supported by interactive tools, numerous development programs and teammates who want to help you grow. We see value in helping each other be our best and that extends to empowering our employees in their career journeys.



Thoughtworks is a global technology consultancy that integrates strategy, design and engineering to drive digital innovation. For 30+ years, our clients have trusted our autonomous teams to build solutions that look past the obvious. Here, computer science grads come together with seasoned technologists, self-taught developers, midlife career changers and more to learn from and challenge each other. Career journeys flourish with the strength of our cultivation culture, which has won numerous awards around the world.

Join Thoughtworks and thrive. Together, our extra curiosity, innovation, passion and dedication overcomes ordinary."
React JS Developer,Capgemini,Singapore,https://sg.linkedin.com/jobs/view/react-js-developer-at-capgemini-4180694130?position=8&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=gYWlPft9sliWxYVrYGimug%3D%3D,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.



We are seeking an experienced React JS Developer to join the Consumer Banking team in SG. The candidate will be responsible for developing and implementing user interface components using React.js and workflows within the banking ecosystem. The ideal candidate should have hands-on experience with frontend frameworks and be well-versed in API integrations, development tools, and agile methodologies.

Works in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications.1. Applies scientific methods to analyse and solve software engineering problems.2. He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance.3. His/her work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers.4. The software engineer builds skills and expertise of his/her software engineering discipline to reach standard software engineer skills expectations for the applicable role, as defined in Professional Communities.5. The software engineer collaborates and acts as team player with other software engineers and stakeholders.





Technical Skills







Skills (competencies)

Verbal Communication

Capgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fuelled by its market leading capabilities in AI, cloud and data, combined with its deep industry expertise and partner ecosystem. The Group reported 2023 global revenues of €22.5 billion."
"Software Engineer, Front End",Meta,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-front-end-at-meta-4120828054?position=10&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=E18HdxIaSgCktck5K33hwQ%3D%3D,"Meta is seeking experienced Front End Software Engineers to join our product teams. As a member of our team, you will play a vital role in crafting user experience that are both delightful and effective, helping to scale the company and enhance employee productivity. You'll have the opportunity to work on projects that transform the way Meta employees collaborate, streamline business processes, and develop world-class business software.Our product teams are responsible for building and maintaining a wide range of internal tools and applications that help Meta employees do their jobs more efficiently and effectively. From project management and collaboration tools to data analytics and visualization platforms, we're constantly pushing the boundaries of what's possible with technology.As a Front End Software Engineer at Meta, you'll be responsible for designing and implementing intuitive and user-friendly interfaces that make it easy for employees to access the information and tools they need to do their jobs. You'll work closely with our product managers, designers, and back-end engineers to ensure that our products are not only visually appealing but also highly functional and scalable.If you're passionate about building software that makes a real difference in people's lives, we'd love to hear from you. Join us and be a part of a dynamic and innovative team that's shaping the future of how people connect and work together!

Software Engineer, Front End Responsibilities:



Minimum Qualifications:



Preferred Qualifications:



About Meta:

Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.

Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta."
"Backend Engineer, ShopeePay (Campus Recruitment 2025)",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-engineer-shopeepay-campus-recruitment-2025-at-shopee-4001089229?position=11&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=dGLHRk4%2B83UaPZ6UpMbJcg%3D%3D,"About The Team

Shopee will be prioritizing applicants who have a current right to work in Singapore, and do not require Shopee sponsorship of a visa.

Kindly note that you can only be considered in within Sea Group and will be

ShopeePay, a subsidiary of Sea Group, is a mature payment platform built on the basis of real name and credit and around the value of individuals and merchants. It not only provides the most popular and stable payment method for Shopee's e-commerce platform, but also cooperates with more than 100 We have reached cooperation with several financial institutions to provide stable and secure payment services for tens of millions of merchants and serve hundreds of millions of C-end users."
Frontend Software Engineer - Up to $200k SGD + Bonus,Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/frontend-software-engineer-up-to-%24200k-sgd-%2B-bonus-at-hunter-bond-4178521971?position=12&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=NF2SXyOTj3jSWhomnyXaKw%3D%3D,"Role: Frontend Software Engineer
Salary: Up to $200k SGD + Bonus, 1st Year Compensation (Pure Cash)
Location: Singapore (Flex-Remote Options)
Skills: React, JavaScript/ TypeScript

This firm is an elite company with high tech standards who have previously set tech world records. They are made up of some exceptionally talented individuals who above all are passionate about using the latest and greatest tech and pushing it to the limits."
Software Developer - Fresh Grads Welcome,CrimsonLogic Pte Ltd,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-fresh-grads-welcome-at-crimsonlogic-pte-ltd-4169189210?position=13&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=TFsqWCtM6BjzOdqmFQr5aA%3D%3D,"About Us
Our Employee Value Proposition
Advancing our People.
Advancing our World.
At CrimsonLogic, we put your Career and Well-being first."
Software Engineer 1,Illumina,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-1-at-illumina-4168959777?position=14&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=pIOO9mBimB9EG7NNbOIjDA%3D%3D,"What if the work you did every day could impact the lives of people you know? Or all of humanity?

At Illumina, we are expanding access to genomic technology to realize health equity for billions of people around the world. Our efforts enable life-changing discoveries that are transforming human health through the early detection and diagnosis of diseases and new treatment options for patients.

Working at Illumina means being part of something bigger than yourself. Every person, in every role, has the opportunity to make a difference. Surrounded by extraordinary people, inspiring leaders, and world changing projects, you will do more and become more than you ever thought possible.





All listed tasks and responsibilities are deemed as essential functions to this position; however, business conditions may require reasonable accommodations for additional tasks and responsibilities.









All listed requirements are deemed as essential functions to this position; however, business conditions may require reasonable accommodations for additional tasks and responsibilities.

Illumina believes that everyone has the ability to make an impact, and we are proud to be an equal opportunity employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information."
Software Engineer Intern - Java Backend,PayPal,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-intern-java-backend-at-paypal-4119501336?position=15&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=q8dgxZRFvirw1di2%2FTfmow%3D%3D,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.

We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.

Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.


During your internship, you would join a scrum team and work with other senior and experienced team members to contribute to the design, implementation and testing of critical services of large-scale systems. You would get the chance to demonstrate your potential of developing high-quality maintainable software and play a major part in the expansion of PayPal into new markets.












For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.



At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.

We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com



To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx



PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.



Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.

Any general requests for consideration of your skills, please Join our Talent Community.

We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.

REQ ID R0115886"
Backend Software Engineer - Recommendation,Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-software-engineer-recommendation-at-shopee-4057450198?position=16&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=TMCeRIsw%2FZkQmqdwFNPojA%3D%3D,"About The Team

Our team builds the recommender system at Shopee, and strives to provide the best online shopping experience for our users. You will have the opportunity to participate in designing and implementing advanced technical solutions with high performance, availability and scalability. If you are passionate in technology, then we welcome you to join us to build a high-performing recommender system."
Frontend Software Engineer - Up to $200k SGD + Bonus,Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/frontend-software-engineer-up-to-%24200k-sgd-%2B-bonus-at-hunter-bond-4180227968?position=17&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=fqNb0hniSna74yRXEvP6Jw%3D%3D,"Role: Frontend Software Engineer
Salary: Up to $200k SGD + Bonus, 1st Year Compensation (Pure Cash)
Location: Singapore (Flex-Remote Options)
Skills: React, JavaScript/ TypeScript

This firm is an elite company with high tech standards who have previously set tech world records. They are made up of some exceptionally talented individuals who above all are passionate about using the latest and greatest tech and pushing it to the limits."
"Project Intern, Digital Innovations & Solutions (Full Stack Developer)",Temasek,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/project-intern-digital-innovations-solutions-full-stack-developer-at-temasek-4076319240?position=18&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=EOEycK99D6oqJ4%2B7GV3unA%3D%3D,"Period: January to June 2025 OR June/July to December 2025 (min. Full-time 6 Months)

Overview Of The Team

You will be joining a cross-functional product team (i.e. engineers, designers, business analysts, product managers) that builds in-house analytics products strategic to Temasek’s business. This team works closely with business stakeholders to leverage data and AI/ML in the areas of investment decision-making, talent management, workplace productivity etc."
Software Engineer (Python Developer),Schroders,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-python-developer-at-schroders-4126154993?position=19&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=zfU1egxKvWu5T2%2Fnu6bQvA%3D%3D,"Who We're Looking For

We're looking for a passionate Python engineer to work within the APAC Investment Technology team. You'll work with like-minded technologists globally with a variety of skill sets, focused on building best-of-breed data processing, workflow and analytical tools for processes such as investment research, data modelling and portfolio construction using modern, appropriate technologies. We're after an adaptable engineer to work within a team that delivers software that's fast, reliable, and has a tangible impact on our investment business.



Investment Technology provides tooling, applications and a platform to support the many investment desks at Schroders. We’re re-architecting our technology stack to be cloud native on AWS with front ends built in React and Python for all backend services and libraries.

We aim to maintain a great engineering culture. Contributing to this culture will involve following good software craftmanship, TDD and writing clean code. Our systems must be well architected, designed for testability and extensibility. To achieve this we implement mentoring and coaching through regular code reviews and pair programming.

You'll work with a team of enthusiastic individuals who are passionate about software in a financial context and evolving our investment platform. They're also keen on driving positive technology change at Schroders, ensuring that we always stay ahead of the curve.



We're a global investment manager. We help institutions, intermediaries and individuals around the world invest money to meet their goals, fulfil their ambitions, and prepare for the future.

We have around 5,500 people on six continents, and we've been around for over 200 years, but keep adapting as society and technology changes. What doesn't change is our commitment to helping our clients, and society, prosper.



















Our purpose is to provide excellent investment performance to clients through active management. Diversity of thought facilitated by an inclusive culture will allow us to make better decisions and better achieve our purpose. This is why inclusion and diversity are a strategic priority for us and why we are an equal opportunities employer: you are welcome here regardless of your age, disability, gender identity, religious beliefs, sexual orientation, socio-economic background or any other protected characteristics."
Full Stack Developer Intern,Seagate Technology,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/full-stack-developer-intern-at-seagate-technology-4174760287?position=20&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=rvs0%2FL8GGF1sx3KdYzugvg%3D%3D,"About Our Group

The Data Science and Tools Development team is at the forefront of AI Transformation within Seagate's Product Development Group. Our mission is to leverage AI and Machine Learning technologies to accelerate product development, ensuring that we meet production volume and reliability standards. By utilizing AI/ML, we enhance our research capabilities and drive continuous innovation.



We are seeking a motivated and enthusiastic Full Stack Developer Intern to join our dynamic team. This internship offers a unique opportunity to gain hands-on experience in full stack development, working alongside experienced professionals on real-world projects. As a Full Stack Developer Intern, you will assist in the design, development, and maintenance of web applications, contributing to both front-end and back-end development.











The Shugart site (named after Seagate’s founder, Al Shugart) is a research and design center. Easily accessible from the One-North MRT Station, many employees choose to take mass transportation to work. Being a purpose-built building, The Shugart has excellent employee recreational facilities. Take an active break at our badminton courts, table tennis tables, in-house gym, and recreation rooms. Our yoga and Zumba classes are very popular. We also offer classes and interest groups in photography, gardening, and foreign languages, and have various on-site celebrations, and community volunteer opportunities.

: Shugart, Singapore

: None"
"Software Engineer, Full-Stack",QCP,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-full-stack-at-qcp-4167516192?position=22&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=7vqVf5dPUpO0ZqFzOZYYaQ%3D%3D,"QCP is Asia's leading digital asset partner, empowering clients to seamlessly integrate digital assets into their portfolios.

We offer a comprehensive range of solutions - from spot on/off ramping and fixed income strategies to vanilla options and bespoke exotics.

Driven by the vision to be the most trusted partner in digital asset markets, we provide innovative solutions that make digital assets a core component of every portfolio, balance sheet, and treasury.

Since our founding in 2017, we have witnessed the potential of digital assets to transform financial markets and the world at large. We exist at the centre of change, successfully navigating three market cycles and bridging institutional and crypto ecosystems.

We work to build trusted partnerships, putting client success and care at the heart of everything that we do.












The Environment We Offer

As a growing firm with a tightly-knit team, we respect and listen to all our employees. You will get the chance to make an impact by having your voice heard by everyone, including the management.

Our employees enjoy a high level of autonomy at work. We focus on substance, not form - as long as you can perform, you will be recognized and rewarded. We are also dedicated to supporting our staff and ensuring they develop holistically to maximize their potential in the long- term.

We also provide flexible working arrangement as required and a casual and fun environment to boot!"
Software Engineer Intern - Solver Team (3-6 months),Tokka Labs,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-intern-solver-team-3-6-months-at-tokka-labs-4179482276?position=23&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=rdMotrBpfZ3EmJuK2%2B61%2Bg%3D%3D,"Tokka Labs | Singapore, SG

Tokka Labs is a proprietary trading firm with a focus on close collaboration, rigorous research, and cutting-edge technology. We are market makers, searchers, and solvers for top protocols on the most popular blockchains in the world. We design and implement our own trading systems and strategies to provide liquidity in the most diverse and challenging environments. At the core of it all lies our unwavering commitment to pushing boundaries of decentralized finance and we are always on the lookout for like-minded individuals to join us on this journey. If you think you have what it takes, apply now!



We are looking for a Software Engineering Intern to join our Solver team and gain hands-on experience analyzing blockchain transaction flows, mempool activity, and smart contract interactions. You will work closely with experienced engineers to extract insights from on-chain data, explore MEV opportunities, and gain exposure to solver-driven execution strategies."
Junior Software Engineer - Singapore,NeoXam,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/junior-software-engineer-singapore-at-neoxam-4116533920?position=24&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Y%2FasSNAgp%2F%2FUXTW2CE9EZg%3D%3D,"Our Context

NeoXam Singapore is looking for an experienced and motivated Junior Software Engineer also known as Junior Implementation Consultant who will assist the APAC team. This role will be based in SINGAPORE, working closely together with the account management, the services team and collaborate with the product teams in France.

He / she will join a team of experienced consultants and participate in the implementation and support of the solution, the configuration of new modules and features using:



He/she will be able to focus on various areas, like solution implementation and project management at the world’s leading and most respected financial organizations."
WeChat - Backend Developer Intern,Tencent,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/wechat-backend-developer-intern-at-tencent-4180500842?position=25&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=JwePwrgPBV7sWr%2F0YNZRRg%3D%3D,"About WeChat
With over 1.3 billion users worldwide, WeChat is shaping the future of digital communication by connecting people, services, and businesses across the globe. The WeChat operations team offers a unique opportunity to redefine how users engage with mobile technology while gaining valuable insights into global user behavior and preferences. Based in Singapore, our team is responsible for managing and expanding WeChat’s core product offerings, including messaging and social networking, for users outside the Chinese mainland. Join us in making a meaningful impact by keeping millions of people connected through one of the world's most influential digital platforms."
Software Engineer Intern,Breeze,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-intern-at-breeze-4126804344?position=26&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Pa6IoWNXpFcnbmuoQTGGuA%3D%3D,"Are you passionate about solving complex challenges in the fintech space? We’re looking for talented individuals to join our dynamic startup, backed by Sequoia Capital. We’re building the universal payment layer to unify all currencies—fiat and crypto—so businesses and consumers can transact seamlessly. If you're passionate about creating innovative solutions in a dynamic, fast-paced environment, we want to talk to you."
Backend Software Engineer (Campus 2025 Start),Ant International,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-software-engineer-campus-2025-start-at-ant-international-4177279768?position=27&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=H7sJVaoDqMfDp0TCvWgYHw%3D%3D,"Headquartered in Singapore, Ant International powers the future of global commerce with digital innovation for everyone and every business to thrive. In close collaboration with partners, we support merchants of all sizes worldwide to realize their growth aspirations through a comprehensive range of tech-driven digital payment and financial services solutions. Ant International is the international business unit of Ant Group, the owner and operator of Alipay."
Software Engineer,Capgemini,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-at-capgemini-4180692462?position=28&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=rXWqgTTl4omBNW2I37u90A%3D%3D,"Job Description

As a Software Engineer"
Frontend Engineer-Search - Singapore-2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/frontend-engineer-search-singapore-2025-start-at-tiktok-4076510006?position=29&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Hk65fn6sBa37CnXLQw8G5w%3D%3D,"Responsibilities

TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us

Creation is the core of TikTok's purpose. Our platform is built to help imagination thrive. This is doubly true of the teams that make TikTok possible.

Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.

To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.

At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

Join us.



Our team's responsibility is to use the most cutting-edge technology to create the best search engine products.

The vision is to support the effective development of TikTok's overall business, efficiently linkage users and information, help users solve problems, and become the preferred short video search engine for users around the world.

We are looking for talented individuals to join us in 2025. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok.

Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.







Minimum Qualifications







TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
Backend Software Engineer - Social- 2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/backend-software-engineer-social-2025-start-at-tiktok-4119145448?position=30&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=bfgtv9k3grOKNz2hEG1d6g%3D%3D,"Responsibilities

TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us

Creation is the core of TikTok's purpose. Our platform is built to help imagination thrive. This is doubly true of the teams that make TikTok possible.

Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.

To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.

At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

Join us.

We are the messaging team on TikTok. Our team's mission is to facilitate meaningful user connections through TikTok's messaging experience, which is still in its infancy. We achieve our mission by building and shipping tools that help our users more easily connect and share the things they care about.

We are looking for talented individuals to join us in 2025. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok.

Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.







Minimum Qualifications



Preferred Qualifications



TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
