,Title,Company,Link,Job Description
63,DATA ANALYST / UP TO 10K,AEON SEARCH CONSULTING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-10k-aeon-search-consulting-f7726ff1c792eef3549c6e84634ca7fb?source=MCF&event=Search,"Responsibilities: 
Data Governance Policies and Standards: Establishing clear policies, standards, and procedures to ensure consistent and high-quality data across the organization.
Data Quality Management: Monitoring and assessing data quality through processes such as profiling, validation, and cleansing. Collaborating with data owners and stewards to define and enforce data quality standards promptly.
Data Classification and Security: Classifying and labelling sensitive data elements and collaborating with security and compliance teams to enforce data protection policies. Implementing and monitoring access controls to ensure data security and confidentiality.
Stakeholder Collaboration: Working closely with internal stakeholders from cross-functional teams to understand data requirements and business processes. Acting as a liaison between business and technical teams to promote a collaborative approach to data governance.
Data Compliance and Auditing: Ensuring compliance with relevant data protection regulations, industry standards, and internal policies. Conducting regular audits to assess adherence to data governance policies and recommending improvements as needed. 
Data Visualisation: Build and implement data visualisation of reports and dashboards for management and business users. Create summaries and reports highlighting key findings with a focus on market dynamics and industry trends.
Job Requirements
Bachelor's Degree in a relevant field (e.g., Information Management, Computer Science, Business Analytics).
Proven experience in data management, or a related role.
Strong understanding of data quality and data classification concepts.
Familiarity with data protection regulations and industry best practices.
Excellent communication and interpersonal skills, with the ability to work collaboratively across departments.
Familiar with data visualisation tools.
Analytical mindset with attention to detail and problem-solving skills
"
64,DATA ANALYST (ENGINEERING) / UP TO $6K / 1 YR CONTRACT,AEON SEARCH CONSULTING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/data-analyst-6k-1-yr-contract-aeon-search-consulting-d60e1058fe6f141fd8e6d76cb6c2757a?source=MCF&event=Search,"Roles & Responsibilities
Work with teams to support and contribute to the factory of the future (Industry 4.0) vision.
Perform research on manufacturing and supply chain concepts and processes for cross-sector industrial applications. You will be involved in the technical planning and writing as well as execution and delivery of development projects for global industry members.
An opportunity to work through big data problems which will range from data mining to data cleaning.
Help build a concept of the model to support decision making through various data analytic techniques.
Partner with consultants to understand knowledge needs and provide content knowledge in your area of expertise.
Drive analyses to provide unique insights and you will support the development and maintenance of capabilities, including assets, knowledge, tools, fact packs, case studies and primers
QUALIFICATIONS
Undergraduate degree; Master’s degree is a plus
2-5 years of relevant work experience( Manufacturing / Automation / Supply Chain etc)
Basic understanding of research techniques, information sources, and statistical analysis/analytic techniques
Solid problem-solving capabilities, intellectual curiosity and effective prioritization
Strong proficiency in Excel, Word, PowerPoint, and relevant analytics/statistical packages
Knowledgeable in advanced analytics, automation, IIoT, and lean manufacturing principles
Experience in working with IIoT platforms, application programming, and database management
"
65,DATA ANALYST (BUSINESS PLANNING) (RETAIL) / TOWN,AEON SEARCH CONSULTING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/data-analyst-town-aeon-search-consulting-25f5d79ee7c418fd4ed090b6ae66f12a?source=MCF&event=Search,"Roles & Responsibilities
To support the company to improve business performance and operational efficiency
Sales Planning & Data Reporting
Research and analyse sales and business trends and report information to ensure company remain competitive
Analyse company sales data and prepare relevant documents for dissemination
Store renovation and environment improvement projects & planning
Work closely with internal terms and external vendors
Ensure project timeline is adhere to
Monitor progree
Prepare documents related to store renovations and environment improvement projects
Market research and customer analysis
Research competitors business information that affects company's sales and profit
Analyse data collated
Requirements
Good business acumen and communications,presentation etc
Strong analystical skills
Good computer literacy in Mircosoft office(Word,Excel,Powerpoint)
"
66,Senior / Lead Data Business Analyst,THOUGHTWORKS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/senior-lead-data-business-analyst-thoughtworks-9e2cea2fe5a6a7bd60314ecb5208c893?source=MCF&event=Search,"Job responsibilities
Shape and guide the day-to-day development of the data product/solution and for assuring its fitness for business purpose.
Understand how to deliver value incrementally, articulating and expressing scope as features and user stories and slicing requirements into vertical slices.
Build relationships with the business stakeholders, to understand their ongoing needs and manage the product roadmap and product backlog on an ongoing basis.
Ability to interpret research, insights, and analysis and convert into a product backlog.
Ability to articulate and structure value between competing priorities.
Interpret business objectives into data and development needs.
Formulate business questions as data-driven hypotheses, and define simple relevant metrics to measure them.
Design and execute experiments to test hypotheses.
Access, filter and clean datasets needed in experiments and in feature development.
Measure experiment results and success criteria.
Measure feature usefulness to inform future enhancements to the data product/solution.
Make metrics and data analysis visible to everyone on the team.
Collaborate with QAs to define test cases and acceptance criteria for user stories.
Perform exploratory data analysis to identify gaps and understand the quality of existing data assets, to inform feature development.
Collaborate with the Data Solution Owner and the Business to showcase features as they are completed and get sign-off.
Job qualifications
Technical Skills
Experience in development of a Data Analytics Platform (DAP) on Government Commercial Cloud (GCC).
Knowledge of data & technology solutions, such as big data platforms, data warehouses and data lakes, advanced analytics, machine learning, and business intelligence.
You have a track record of delivering impactful software, ideally on a collaborative software delivery team.
You have attention to detail, a practical approach to the day-to-day work of story-writing and delivery and can draw a line directly from an overarching client strategy to your team’s outcomes.
You enjoy unearthing the root cause(s) of a client’s pain points, validating a business opportunity or problem and partnering to deliver a solution.
You are well versed with Agile, Lean and Continuous Delivery methodologies and love to mentor others.
You are able to perform exploratory data analysis to identify gaps and understand the quality of existing data assets, to inform feature development.
You are familiar with data visualization tools such as Tableau, Power BI or Qlik
You are well versed with Agile tools such as Confluence, JIRA, etc
Desirable skills (not a must)
Knowledge of ETL tools such as Talend, Apache Airflow, Informatica Power Centre.
Knowledge of data governance and tools such as Informatica, Collibra, Alation.
Experience in handling complex data projects preferably in Singapore Public Sector
"
67,"IT Data Engineer (12 months Agency Contract), Code: KAS",EVO OUTSOURCING SOLUTIONS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-code-kas-evo-outsourcing-solutions-96b04b9c5dd17227b688ca459302ff6e?source=MCF&event=Search,"Job Description:
· Build data pipelines (ETL) to enable scalable processing of large volumes of data in AWS environment (Informatica, Pentaho)
· Organise, build and maintain data stores (e.g., RedShift, RDS) of structured and unstructured data (e.g., text, customer transactional data, work-flow/ticket/log data)
· Co-evaluate business needs and objectives
· Identify opportunities for data acquisition
· Conduct data analysis, working independently or with data analysts, and report on results
· Analyze and organize raw data
· Interpret trends and patterns
· Prepare data for prescriptive and predictive modeling
· Combine raw information from different sources
· Explore ways to enhance data quality and reliability
· Work with stakeholders to identify and solve business needs related to advanced data processing

Job Requirements:
· Minimally a Degree in Computer Science, IT, or similar field
· At least 1 year experience working with SQL or as a data engineer or in a similar role.
· Proven work experience with ETL tool such as Pentaho Data Integration (KETTLE), Informatica.
· Excellent SQL knowledge and with proven experience with Data Analysis, Data Profiling and Data Processing.
· Good knowledge of working with databases such as Oracle, PostgreSQL, RedShift.
· Experience working with Tableau or similar BI tools.
· Technical expertise with data models, data mining, and segmentation techniques
· Ability to integrate data /data streams from different sources
· Great numerical and analytical skills
· Detail-oriented, with excellent organizational skills and experience
"
68,Data Analyst,MEINHARDT SUIT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/building-construction/data-analyst-meinhardt-suit-5291fc1e30bf91f04fa624c7c8c3d05d?source=MCF&event=Search,"Key Responsibilities:
Develop dashboards to visualize performance metrics derived from structured and AI-generated data.
Validate and clean datasets to ensure accuracy and consistency in reporting.
Assist in automating reporting templates for tracking key performance indicators.
Work with the business analyst and engineering teams to define visualization requirements and refine outputs.
Required Qualifications and Skills:
Bachelor’s degree in Data Analytics, Statistics, or a related field.
1–3 years of experience in data visualization or analytics.
Proficiency in BI tools such as Power BI or Tableau.
Experience with Excel, SQL, and basic programming (Python or R) for data manipulation.
Familiarity with performance metrics and reporting workflows.
"
69,Data Analyst (Senior),RANDSTAD PTE. LIMITED,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-randstad-7cb44df539d9ffa3ba4960dbc11ce800?source=MCF&event=Search,"about the job
Work closely with product managers to understand and prioritize analytical needs, including identifying KPIs and delivering actionable insights to relevant decision-makers.
Proactively study and define data collection and analysis processes based on use cases to answer business questions from stakeholders.
Create and maintain web-based interactive visualizations through data interpretation and analysis, integrating various reporting components from multiple data sources.
Define and implement data acquisition and integration logic, selecting appropriate methods and tools to ensure optimal scalability and performance of solutions
skills and experience required
Bachelor's or Master's degree in Computer Science, Data Science, Statistics, Economics, or Information Management.
4 years of experience as a data analyst/BI developer, performing analytics, data mining, data visualization, A/B testing, and segmentation techniques.
Hands-on experience analyzing data in structured and unstructured formats.
Ability to write comprehensive reports and build web-based interactive dashboards. \Ability to derive critical metrics to improve product functionality and user experience. \Advanced programming knowledge in SQL and Python/R packages for analytics and machine learning
Mandarin speaking required as you need to liaise with Chinese counterparts who can only speak and write in Mandarin
"
70,Data Analyst (Logistics),GKE EXPRESS LOGISTICS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/logistics/data-analyst-gke-express-logistics-87963aeee6b6074c58360d3bf3e1a94d?source=MCF&event=Search,"Data Analysis & Reporting:
Collect, organise, and analyse data for transport and warehouse to present insightful reports.
Track Operational KPI and identify trends or inefficiencies in daily operations.
Assist in developing dashboards and reports to enhance decision-making.
Work closely with department managers in using data collected to achieve operational improvements.
Assist in ad-hoc projects related to workflow optimisation and cost efficiency.
Requirements
Fresh graduates from Polytechnic or University are welcome to apply.
Strong analytical and problem-solving skills and meticulous.
Proficiency in Microsoft Excel (pivot tables, basic data visualisation). Experience with Power BI or other data tools is a plus.
Ability to interpret data and provide actionable insights.
Proactive and eager to learn about logistics and supply chain operations.
Able to work independently and has strong communication skills.
What We Offer
Career advancement opportunities
Daily Lunch Provided
Company Transport Provided at designated MRT stations (Lakeside, Boon Lay & Woodlands)
Medical and Dental benefits
Attractive Bonus Scheme (AWS, Special Bonus etc.)
"
71,"IT Data Engineer (12 months Agency Contract) , Code : KAS",PERSOLKELLY SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-code-kas-persolkelly-singapore-a2671c03b7da92f8aa1586512a0c0b36?source=MCF&event=Search,"Job Description  · Build data pipelines (ETL) to enable scalable processing of large volumes of data in AWS environment (Informatica, Pentaho)  · Organise, build and maintain data stores (e.g., RedShift, RDS) of structured and unstructured data (e.g., text, customer transactional data, work-flow/ticket/log data)  · Co-evaluate business needs and objectives  · Identify opportunities for data acquisition  · Conduct data analysis, working independently or with data analysts, and report on results  · Analyze and organize raw data  · Interpret trends and patterns  · Prepare data for prescriptive and predictive modeling  · Combine raw information from different sources  · Explore ways to enhance data quality and reliability  · Work with stakeholders to identify and solve business needs related to advanced data processing    Job Requirements  · Minimally a Degree in Computer Science, IT, or similar field  · At least 1 year experience working with SQL or as a data engineer or in a similar role.  · Proven work experience with ETL tool such as Pentaho Data Integration (KETTLE), Informatica.  · Excellent SQL knowledge and with proven experience with Data Analysis, Data Profiling and Data Processing.  · Good knowledge of working with databases such as Oracle, PostgreSQL, RedShift.  · Experience working with Tableau or similar BI tools.  · Technical expertise with data models, data mining, and segmentation techniques  · Ability to integrate data /data streams from different sources  · Great numerical and analytical skills  · Detail-oriented, with excellent organizational skills and experience

"
72,Data Analyst,U3 INFOTECH PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/data-analyst-u3-infotech-dac77379640899ad2eb5a47c0f7cf17b?source=MCF&event=Search,"Job Responsibilities:

1. Primarily responsibility includes comprehending suitable data sources, analysing them, and ensuring their appropriateness for use as data drivers in the enterprise-wide allocation of costs.
2. t includes interpreting trends and patterns in complex data sets and collaborating with various business and finance stakeholders to seek confirmation and approval.
3. Troubleshoot data issues for resolution by working with upstream data providers and other stakeholders.
4. Define transformation rules / ETL logic to align with target data standards.
5. Provide support to users and assist business unit controllers in translating data requirements into deliverables
6. Work with a team comprising of businesses, business analysts, process subject matter experts, technology leads carrying out current state analysis, suggest process improvements, establish and facilitate resolution to data quality issues.
7. Leverage technical capabilities to drive the development, evolution, and implementation of data enhancements, that will enable self-service by data consumers.
8. Continuously evaluate data quality gaps, inefficiencies, and opportunities; provide recommendations for improvement
9. Implement data governance considering data quality metrics, metadata, lineage, data access rights and business definitions.
10. Establish suitable working groups of stakeholders to drive targeted discussions and business outcomes.
11. Ensure technical solutions provided are appropriate and support process changes.
12. Ensure successful delivery of enhancements working with our tech partners encapsulating preparation of user requirements, solutioning, testing, implementation, live verification, and documentation
13. Maintain a robust communication between all the stakeholders to ensure coordination and delivery of task/activities.

"
73,"Senior Executive, Data Analyst",JOBSTUDIO PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-executive-data-analyst-jobstudio-c73be514e786256ae786d6ed83374c7c?source=MCF&event=Search,"What you'll be doing
Assemble and manage large, complex data sets from diverse sources to uncover actionable insights
Conduct data preparation and mining to identify opportunities and create impactful analytics solutions
Perform exploratory data analysis, iterating quickly to refine problems and identify potential solutions
Effectively communicate analytical findings to both technical and non-technical stakeholders, enabling data-driven decision-making
Contribute to the development of data science infrastructure, tools, and frameworks for efficient analysis, experimentation, and model deployment
Ensure adherence to data governance policies when extracting data or generating reports, metrics, and dashboards

What we're looking for
Bachelor’s Degree in Statistics/ Biomedical Informatics/ Computer Science/ Applied Mathematics or related studies
2 - 3 years of similar working experience with Python, R, or similar programming languages
Exceptional analytical abilities with a proven track record of using data to solve complex problems and deliver actionable business insights
Self-motivated and results-oriented with a strong sense of urgency and a proactive, solutions-focused attitude
Comfortable working with data from multiple sources, efficiently handling and synthesising diverse datasets

"
74,Data Analyst (Permanent),GMP RECRUITMENT SERVICES (S) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-gmp-recruitment-services-eb955c893c84152bc64687ad3184bdd5?source=MCF&event=Search,"Responsibilities:
Assemble large, complex data sets from a wide variety of data sources
Responsible for data preparation, data mining, to create/identify opportunities through analytics
Conduct exploratory data analysis and provide rapid iterations of analysis to refine problem and identify potential solutions
Interpret and communicate analytical findings and insights to technical and non- technical stakeholders in order to assist in making data-driven decisions
Contribute to the development of data science infrastructure, tools, and frameworks for efficient data analysis, experimentation, and model deployment
Abide and adhere to data governance policies in servicing data extraction or report requests, metrics and dashboards
Requirements:
Master’s / Bachelor’s Degree in a quantitative discipline (e.g., statistics, biomedical informatics, computer science, applied mathematics, or similar)
Preferably with 3 years of relevant experience
Demonstrated experience with Python, R, or similar programming languages
Working knowledge of data analysis tools and databases
Strong analytical skills, with experience solving problems using data and providing practical business insights
"
75,Data Analyst (Permanent),GMP RECRUITMENT SERVICES (S) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-gmp-recruitment-services-2a2debce28babe035456ae07cd75f38d?source=MCF&event=Search,"(Senior) Executive / Assistant Manager, Dept of Medicine (Data Analysis) (Permanent)

Responsibilities: (80% data driven + 20% operation and administrative work)
Data Collection & Analysis: Collect, clean, and validate data from various sources to ensure accuracy and completeness; Analyse large datasets to identify trends, patterns and insights.
Reporting & Visualization: reate reports., dashboards and visualization to communicate findings to stakeholders. Present actionable insights to support decision-making processes.
Collaboration: Work closely with cross-functional teams (eg doctors, nurses, administrators,) to understand their data needs & Collaborate with IT and data engineering teams to improve data pipelines and infrastructure.
Process Improvement: Identify opportunities for process automation and optimization using data-drive approaches & Develop and maintain documentation for data processes and analyses
Business Impact: Translate data findings into strategic recommendations to improve business performance.
Communication: Responsible for communication between staff and leadership of the hospital. Ensure timely dissemination of information, escalation of issues, recommendation, and implementation of solutions to problems.
Participate in committees and other tasks as and when assigned: Staff management, ops & admin work by Reporting Officer.
Requirements:
Basic degree from a recognized institution with 2 years of working experience
Strong in data analysis tools such as Excel
Strong statistical analysis and problem-solving skills.
Have practical knowledge and/or experiences in process improvements and innovation.
"
76,Data Analyst (Microsoft Fabric),RAPSYS TECHNOLOGIES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-rapsys-technologies-3cb5345d7e03f030a1038c829718c81d?source=MCF&event=Search,"The candidate will collaborate with our Lead Business/Data Analyst to understand business requirements and contribute in a 70% support + 30% new development capacity. The support function involves maintaining, running existing code, troubleshooting issues, and improving code quality.
- Serve as an individual contributor responsible for programming, maintenance, support, and troubleshooting tasks related to data movement, processing, ingestion, transformation, and report building.
- Develop and enhance data solutions using advanced-level Python programming.
- Work with Microsoft Fabric for data integration, transformation, and analytics.
- Utilize Power BI to manage data, generate insights, and create visualization tools such as queries, charts, and reports.
- Understand business requirements to define functional specifications for reporting applications.
- Ensure data integrity, modeling, warehousing, and integration to support business intelligence solutions.
- Build Power BI dashboards, KPI scorecards, and visual reports (preferred).
- Work closely with internal technology and functional teams to communicate and translate business needs effectively.
"
77,Data Analyst [SQL / Data Visualization / Tableau],OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-sql-data-visualization-tableau-optimum-solutions-5375b218d3c07ecb9ba61d0add0d52e6?source=MCF&event=Search,"Job Responsibilities:
Drive rhythm of business reporting on key business metrics and performance indicators, supporting weekly/monthly business review meetings and quarterly planning sessions.
Streamline reporting processes via dashboards, data pipelines and other automated workflows, in order to drive greater efficiency and scalability.
Collaborate with Sales leadership and cross-functional stakeholders to understand their reporting needs and develop bespoke visualizations.
Provide analytical support for any ad-hoc requests, related to the rhythm of business.
Coordinate and communicate effectively in a global team environment across time zones.
Minimum Qualifications:
Strong proficiency in SQL and experience working with large / complex data sets.
Experience in data visualization and building scalable reporting tools.
Experience in one or more programming languages (e.g. Python, R) for data processing automation.
Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience.
Problem solving and analytical skills, proficiency in solving complex and diverse business problems (commercial, operational, organizational).
"
78,Data Analyst (Global Sales Analytics) - 8 Months Contract - S$Open,MORGAN MCKINLEY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-8-months-contract-sopen-morgan-mckinley-7ca5dbb552e89346ffe850be89fe8d74?source=MCF&event=Search,"Key Responsibilities:
Lead the rhythm of business reporting on key metrics and performance indicators, supporting weekly/monthly business reviews and quarterly planning sessions.
Streamline reporting processes through the use of dashboards, data pipelines, and other automated workflows, enhancing efficiency and scalability.
Collaborate with Sales leadership and cross-functional teams to understand their reporting needs and create tailored visualizations.
Provide analytical support for ad-hoc requests related to rhythm of business reporting.
Communicate and coordinate effectively within a global team environment spanning multiple time zones.
Qualifications:
Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience.
Strong problem-solving and analytical skills, with proficiency in tackling complex business challenges (commercial, operational, organizational).
With a mininum of 5 years of relevant working experience.
Expertise in SQL and experience managing large and complex datasets.
Familiarity with data visualization tools and experience in building scalable reporting solutions.
Proficiency in one or more programming languages (e.g., Python, R) for data processing and automation.
"
79,Functional Business Analyst (Risk data),IOTALENTS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/functional-business-analyst-iotalents-0c5d5511ca665bcbc048418f316b8e63?source=MCF&event=Search,"Roles & Responsibilities
Contribute to projects / initiatives, starting from Requirements Gathering, Design, Solutioning, Functional Specs review to User Acceptance Testing and Live Verification.
Works in close collaboration with various Workstreams, UX Designer and Tech counterparts to elicit business requirements, supports the design and conceptualization of new requirements and visualisation, analyse all possible scenarios, and articulates impacts and risks, as identified, ensure consistent use and implementation of processes.
Review requirements to ensure alignment to design principles and information architecture.
Attend to user stories/requirements and work with Tech partners on solutioning and implementation based on prioritisation.
Join regular scrum meetings and user stories grooming sessions to ensure that enhancements are delivered accordance to business requirements/solutions and is within budget and timelines.
Review solution proposal from Tech team and provide effective challenge and counter proposal
Evaluate existing BAU process and identify areas that need improvement and propose options as solutions
Maintain robust communication among all the stakeholders to ensure proper coordination and delivery of tasks and activities
Maintains all required documentation related to data flow, the design and process changes to a high standard for audit readiness
Adept at juggling between tight timelines, limited resources, and multiple deliverables. Able to anticipate needs and problems to ensure successful and timely delivery of projects and initiatives
Participate in various workshops from BU initiatives
Perform other duties and responsibilities, as assigned
Requirement:

Must have good working hands-on experience in data querying (SQL and such) and handling of data schemas and data wrangling.
Familiarity with Risk data and good knowledge of data discovery and lineage between data tables in ADA will be a plus
"
80,Inventory Analyst #JTL,RECRUIT EXPRESS PTE LTD,https://www.mycareersfuture.gov.sg/job/logistics/inventory-analyst-jtl-recruit-express-b0b45367ebcb6eaaab09bbd995e2f5c4?source=MCF&event=Search,"Roles & Responsibilities
Develop and implement stock distribution plans to ensure optimal stock levels across all stores.
Manage stock movements between shops to balance inventory and meet customer demand.
Analyze sales data to identify trends, forecast demand, and support stock management decisions.
Conduct in-depth analysis of stock data to identify opportunities for inventory optimization.
Collaborate with the sales and operations teams to align stock planning with sales targets and marketing strategies.
Monitor stock performance from launch to end-of-life, ensuring efficient stock clearance and minimizing obsolescence.
Prepare and present reports on stock and sales performance to senior management.
Identify and implement improvements in stock management processes.
Qualifications:
Bachelor's degree in Data Science, Business Analytics, Statistics, or a related field.
Proven experience as a Data Analyst, preferably in retail or supply chain management.
Strong analytical skills and proficiency in data analysis tools (e.g., Excel and Power BI).
"
81,Senior Data Analyst (Develop Dashboard),RANDSTAD PTE. LIMITED,https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-analyst-randstad-dc7777adb26478bc738ce3d4e96e11e5?source=MCF&event=Search,"about job
• Work closely with product managers to understand analytical needs
• Create best-practice reports and dashboards based on analysis, data mining, and visualization principles
• Proactively study and define data collection and analysis processes based on use cases
• Create and maintain web-based interactive visualizations through data interpretation and
analysis, integrating various reporting components from multiple data sources
• Define and implement data acquisition and integration logic, selecting appropriate methods and tools to ensure optimal scalability and performance of solutions

skills and requirements
• Bachelor's in Computer Science or relevant
• Min 4 years of experience as a data analyst/BI developer, performing analytics, data mining, data visualization, A/B testing, and segmentation techniques. Have experience in dashboard developement
• Hands-on experience in analyzing data in structured and unstructured formats.
• Ability to write comprehensive reports and build web-based interactive dashboards.
• Advanced programming knowledge in SQL and Python/R packages for analytics and machine learning.
• Mandarin speaking required as you need to liaise with Chinese counterparts who can only speak and write in Mandarin

"
82,Quantexa Lead Data Engineer,INTELLIMATICZ PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/quantexa-lead-data-engineer-intellimaticz-cd3bee239a4ab4e0b784ba73bb61c3ad?source=MCF&event=Search,"Your main responsibilities will include:

• Design, develop, and implement Spark Scala applications and data processing pipelines to process large volumes of structured and unstructured data.
• Integrate Elasticsearch with Spark to enable efficient indexing, querying, and retrieval of data.
• Optimize and tune Spark jobs for performance and scalability, ensuring efficient data processing and indexing in Elasticsearch.
• Collaborate with data engineers, data scientists, and other stakeholders to understand requirements and translate them into technical specifications and solutions.
• Design and deploy data engineering solutions on OpenShift Container Platform (OCP) using containerization and orchestration techniques.
• Optimize data engineering workflows for containerized deployment and efficient resource utilization.
• Collaborate with DevOps teams to streamline deployment processes, implement CI/CD pipelines, and ensure platform stability.
• Monitor and optimize data pipeline performance, troubleshoot issues, and implement necessary enhancements.
• Implement monitoring and logging mechanisms to ensure the health, availability, and performance of the data infrastructure.
• Document data engineering processes, workflows, and infrastructure configurations for knowledge sharing and reference.
• Stay updated with emerging technologies, industry trends, and best practices in data engineering and DevOps.
• Provide technical leadership, mentorship, and guidance to junior team members to foster a culture of continuous learning and innovation to the continuous improvement of the analytics capabilities within the bank.

Key Requirements:

• Bachelor’s degree in computer science, Data Engineering, Information Technology, or a related field.
• At least 10 years of experience as a Data Engineer, working with Hadoop, Spark, and data processing technologies in large-scale environments.
• Must be Quantexa certified data engineer / data architect and proficient with the tool.
• Strong expertise in designing and developing data infrastructure using Hadoop, Spark, and related tools (HDFS, Hive, Ranger, etc)
• Experience with containerization platforms such as OpenShift Container Platform (OCP) and container orchestration using Kubernetes.
• Proficiency in programming languages commonly used in data engineering, such as Spark, Python, Scala, or Java.
• Knowledge of DevOps practices, CI/CD pipelines, and infrastructure automation tools (e.g., Docker, Jenkins, Ansible, BitBucket)
• Experience with Grafana, Prometheus, Splunk will be an added benefit
• Strong problem-solving and troubleshooting skills with a proactive approach to resolving technical challenges.
• Excellent collaboration and communication skills to work effectively with cross-functional teams.
• Ability to manage multiple priorities, meet deadlines, and deliver high-quality results in a fast-paced environment.
• Experience with cloud platforms (e.g., AWS, Azure, GCP) and their data services is a plus.
"
83,Quantexa Lead Data Engineer,INFOGAIN SOLUTIONS PTE. LIMITED,https://www.mycareersfuture.gov.sg/job/banking-finance/quantexa-lead-data-engineer-infogain-solutions-7a92855886f0983fa43efddd6fcee112?source=MCF&event=Search,"Your main responsibilities will include:

• Design, develop, and implement Spark Scala applications and data processing pipelines to process large volumes of structured and unstructured data.
• Integrate Elasticsearch with Spark to enable efficient indexing, querying, and retrieval of data.
• Optimize and tune Spark jobs for performance and scalability, ensuring efficient data processing and indexing in Elasticsearch.
• Collaborate with data engineers, data scientists, and other stakeholders to understand requirements and translate them into technical specifications and solutions.
• Design and deploy data engineering solutions on OpenShift Container Platform (OCP) using containerization and orchestration techniques.
• Optimize data engineering workflows for containerized deployment and efficient resource utilization.
• Collaborate with DevOps teams to streamline deployment processes, implement CI/CD pipelines, and ensure platform stability.
• Monitor and optimize data pipeline performance, troubleshoot issues, and implement necessary enhancements.
• Implement monitoring and logging mechanisms to ensure the health, availability, and performance of the data infrastructure.
• Document data engineering processes, workflows, and infrastructure configurations for knowledge sharing and reference.
• Stay updated with emerging technologies, industry trends, and best practices in data engineering and DevOps.
• Provide technical leadership, mentorship, and guidance to junior team members to foster a culture of continuous learning and innovation to the continuous improvement of the analytics capabilities within the bank.

Key Requirements:

• Bachelor’s degree in computer science, Data Engineering, Information Technology, or a related field.
• At least 10 years of experience as a Data Engineer, working with Hadoop, Spark, and data processing technologies in large-scale environments.
• Must be Quantexa certified data engineer / data architect and proficient with the tool.
• Strong expertise in designing and developing data infrastructure using Hadoop, Spark, and related tools (HDFS, Hive, Ranger, etc)
• Experience with containerization platforms such as OpenShift Container Platform (OCP) and container orchestration using Kubernetes.
• Proficiency in programming languages commonly used in data engineering, such as Spark, Python, Scala, or Java.
• Knowledge of DevOps practices, CI/CD pipelines, and infrastructure automation tools (e.g., Docker, Jenkins, Ansible, BitBucket)
• Experience with Grafana, Prometheus, Splunk will be an added benefit
• Strong problem-solving and troubleshooting skills with a proactive approach to resolving technical challenges.
• Excellent collaboration and communication skills to work effectively with cross-functional teams.
• Ability to manage multiple priorities, meet deadlines, and deliver high-quality results in a fast-paced environment.
• Experience with cloud platforms (e.g., AWS, Azure, GCP) and their data services is a plus.

"
